age,job,marital,education,device,day,month,time_spent,banner_views,banner_views_old,days_elapsed_old,outcome_old,X1,X2,X3,X4,y
28,industrial_worker,single,university,smartphone,1,9,9.45,1,14,92,success,0,0,1,0.07238574255987508,1
48,salesman,married,high_school,smartphone,6,8,5.45,2,0,-1,na,0,0,0,0.0771884589544786,0
21,unemployed,married,university,na,3,6,4.65,1,0,-1,na,0,0,1,0.09152397726653715,0
48,industrial_worker,divorced,high_school,na,9,6,46.5,1,0,-1,na,0,0,0,0.07446480126377716,1
26,teacher,single,university,na,6,5,11.1,1,0,-1,na,0,0,1,0.07926751765838069,0
59,technology,married,university,smartphone,11,2,12.9,1,7,183,success,0,0,0,0.07385651771285384,1
37,industrial_worker,divorced,university,na,26,5,31.6,2,0,-1,na,0,0,1,0.0756722895066548,1
51,teacher,married,university,smartphone,12,5,40.2,1,0,-1,na,0,0,1,0.07019773754834492,0
32,industrial_worker,married,university,na,20,5,9.75,2,0,-1,na,0,0,1,0.11816134948159715,0
34,industrial_worker,married,high_school,smartphone,25,7,7.1,1,0,-1,na,0,0,0,0.07874094383817842,0
38,teacher,divorced,university,smartphone,30,1,4.6,1,0,-1,na,1,0,0,0.07234034826503005,0
39,industrial_worker,married,university,na,28,5,4.1,5,0,-1,na,0,1,1,0.06435095237230584,0
37,technology,married,university,smartphone,21,11,31.2,4,0,-1,na,0,0,1,0.08013000926043615,0
59,housekeeper,married,high_school,smartphone,8,8,5.95,4,0,-1,na,0,0,0,0.07385651771285384,0
28,teacher,single,university,smartphone,24,7,22.2,1,0,-1,na,0,0,1,0.07282152779038731,1
42,technology,married,university,smartphone,11,5,6.8,2,0,-1,na,0,0,1,0.07896791531240353,0
36,industrial_worker,married,university,na,30,5,6.5,2,0,-1,na,0,0,1,0.07669820057015235,0
44,teacher,married,university,na,9,6,2.5,1,0,-1,na,0,0,0,0.08639442194904945,0
25,salesman,single,university,smartphone,4,6,3.95,2,0,-1,na,0,0,0,0.07819621230003813,1
32,teacher,single,university,smartphone,4,2,78.45,1,4,246,failure,0,0,1,0.07895883645343453,1
42,industrial_worker,married,university,smartphone,7,5,7.25,1,5,282,failure,1,0,1,0.09136055780509506,0
35,technology,married,university,smartphone,14,7,2.95,2,0,-1,na,0,0,1,0.08315326929711474,0
27,industrial_worker,single,university,smartphone,18,5,6.65,1,0,-1,na,0,0,1,0.07626241533964011,0
46,manager,married,grad_school,smartphone,14,5,22.8,4,3,88,success,0,0,0,0.07597189185263196,1
61,manager,married,university,smartphone,29,12,2.65,3,9,200,success,0,0,0,0.07774226935158789,1
42,manager,married,grad_school,smartphone,13,5,19.8,5,1,364,other,0,0,1,0.08335300419443284,0
54,manager,married,high_school,smartphone,17,4,4.45,2,0,-1,na,0,0,1,0.0785230512229223,0
32,manager,single,grad_school,smartphone,3,2,21.65,2,0,-1,na,0,0,0,0.07752437673633178,1
58,freelance,divorced,grad_school,na,9,6,34.5,1,0,-1,na,0,0,0,0.0853503531676139,1
34,manager,single,grad_school,smartphone,12,8,40,3,6,93,failure,0,0,1,0.07323915530296152,1
53,industrial_worker,married,university,na,14,5,4.35,1,0,-1,na,0,0,1,0.12455286619577652,0
44,technology,single,grad_school,smartphone,25,7,3.1,30,0,-1,na,0,0,1,0.10396201405407368,0
32,manager,single,grad_school,smartphone,22,4,19.5,1,0,-1,na,0,0,0,0.1661431191327874,1
35,technology,married,university,smartphone,14,7,22.5,3,0,-1,na,0,0,0,0.07280337007244929,0
43,teacher,married,university,smartphone,30,7,38.6,8,0,-1,na,0,0,0,0.0762351787627331,1
45,industrial_worker,married,high_school,na,14,5,6.35,2,0,-1,na,0,0,1,0.07763332304395984,0
52,manager,married,university,smartphone,21,10,20.05,1,1,182,failure,0,0,0,0.0758447878270659,1
43,manager,married,grad_school,na,15,5,20.6,3,0,-1,na,0,0,1,0.14557950356799157,0
52,technology,married,university,desktop,11,10,7.5,1,0,-1,na,0,0,1,0.07782397908230894,0
56,manager,married,grad_school,desktop,2,4,8.15,2,0,-1,na,0,0,1,0.07716122237757159,0
71,retired,divorced,university,smartphone,22,9,17.95,1,0,-1,na,0,0,0,0.11256877235669022,1
27,technology,single,university,na,16,5,38.85,1,0,-1,na,0,0,1,0.08861874239645562,1
27,unemployed,married,high_school,na,9,5,19.85,2,0,-1,na,0,0,1,0.1405225791222559,0
49,teacher,divorced,university,na,30,6,2.2,3,0,-1,na,0,0,1,0.09249541517622065,0
54,salesman,single,university,na,3,6,11.6,6,0,-1,na,1,0,1,0.07787845223612297,0
48,industrial_worker,married,high_school,smartphone,5,8,2.85,1,0,-1,na,1,0,0,0.07280337007244929,0
40,technology,married,university,smartphone,26,5,8.25,3,7,89,other,0,0,0,0.09337606449621412,1
35,freelance,married,grad_school,smartphone,8,7,12.45,1,0,-1,na,1,1,0,0.07305757812358143,0
38,entrepreneur,married,na,smartphone,7,5,11.95,4,3,332,failure,0,0,1,0.08309879614330071,0
45,industrial_worker,married,na,smartphone,13,11,8.55,1,1,197,success,0,0,1,0.08668494543605759,1
30,manager,single,grad_school,smartphone,6,11,7,1,0,-1,na,0,0,1,0.1895302598369437,1
38,industrial_worker,married,high_school,smartphone,13,5,29.8,1,0,-1,na,0,0,1,0.08961741688304614,1
49,salesman,divorced,university,na,16,6,1.1,3,0,-1,na,0,0,0,0.10230966172171481,0
77,retired,married,grad_school,smartphone,16,10,41.85,1,1,60,success,0,0,0,0.07280337007244929,1
27,student,single,university,smartphone,22,5,9,1,0,-1,na,0,0,0,0.0902801735877835,0
27,student,single,grad_school,smartphone,15,5,12.4,2,4,343,other,0,0,1,0.11700833439253355,0
57,retired,divorced,grad_school,desktop,21,11,0.8,1,0,-1,na,0,0,0,0.07712490694169556,0
41,teacher,divorced,university,desktop,15,3,14.5,6,2,182,success,1,0,1,0.12769415139905216,1
38,industrial_worker,married,high_school,smartphone,11,5,2.35,1,0,-1,na,0,0,1,0.07969422402992392,0
44,industrial_worker,divorced,university,smartphone,14,7,2.05,2,0,-1,na,0,0,1,0.07527281971201859,0
28,unemployed,single,high_school,smartphone,23,4,9.65,4,0,-1,na,0,0,0,0.08527772229586185,1
61,manager,married,grad_school,smartphone,29,10,18.35,1,1,520,other,0,0,1,0.07713398580066458,1
38,technology,divorced,grad_school,smartphone,14,5,14.2,2,0,-1,na,0,0,0,0.08466943874493854,0
35,manager,single,grad_school,smartphone,22,3,10.25,1,0,-1,na,0,0,1,0.12689521180977975,1
33,industrial_worker,married,university,smartphone,2,4,5.7,1,2,308,other,0,0,1,0.10526936974561037,0
45,industrial_worker,divorced,university,smartphone,7,5,43.4,3,5,170,failure,0,0,1,0.07113286002215241,1
68,retired,divorced,university,desktop,14,7,44.35,2,0,-1,na,0,0,0,0.1108347102936103,1
26,student,single,university,smartphone,22,5,10.65,1,1,94,success,0,0,0,0.07843226263323226,1
56,teacher,married,university,smartphone,24,7,4.4,2,0,-1,na,1,0,1,0.07607175930129101,0
39,freelance,married,university,smartphone,20,11,2.55,2,4,181,failure,0,0,1,0.07308481470048844,0
45,teacher,married,university,na,28,5,3.6,4,0,-1,na,0,0,1,0.07303034154667441,0
53,freelance,married,grad_school,na,11,6,0.95,1,0,-1,na,0,0,0,0.08304432298948668,0
37,technology,single,grad_school,smartphone,23,7,17.8,6,0,-1,na,0,0,1,0.07280337007244929,1
36,technology,married,grad_school,smartphone,28,1,2.35,1,0,-1,na,0,0,1,0.07431953952027309,0
31,technology,married,university,smartphone,16,4,24.25,1,0,-1,na,0,0,0,0.07446480126377716,1
32,technology,single,grad_school,smartphone,22,5,39.3,1,1,109,failure,0,0,0,0.08755651589708205,1
45,teacher,married,na,smartphone,28,5,1.9,4,0,-1,na,0,0,0,0.091260690356436,0
31,technology,single,grad_school,smartphone,17,4,49.35,1,2,57,failure,0,0,1,0.081746046156919,1
56,retired,married,university,na,26,5,7.1,2,0,-1,na,0,0,1,0.07347520563615564,0
72,retired,married,high_school,smartphone,7,8,26,2,0,-1,na,0,0,0,0.087438490730485,1
60,manager,married,grad_school,smartphone,17,4,22.1,3,0,-1,na,0,0,0,0.195785593666588,1
27,industrial_worker,single,university,na,19,5,9.75,3,0,-1,na,0,0,1,0.07284876436729432,0
37,technology,single,university,smartphone,11,8,46.15,1,0,-1,na,0,0,0,0.07283968550832531,1
34,industrial_worker,married,high_school,smartphone,27,2,1.85,8,0,-1,na,0,0,1,0.0691899842027854,0
39,manager,single,grad_school,smartphone,12,5,27.55,4,3,369,failure,0,0,1,0.07280337007244929,0
35,industrial_worker,married,high_school,na,12,5,10.1,5,0,-1,na,0,0,1,0.07269442376482124,0
29,technology,single,university,smartphone,12,2,15.9,2,4,183,success,0,0,0,0.07382928113594683,1
39,manager,married,university,smartphone,12,8,37.9,2,0,-1,na,0,0,0,0.08987162493417827,1
55,technology,married,university,smartphone,27,10,3.9,1,0,-1,na,1,0,1,0.07280337007244929,0
33,technology,single,grad_school,smartphone,25,8,1,4,0,-1,na,0,0,0,0.07285784322626332,0
33,teacher,single,grad_school,na,5,5,6.1,2,0,-1,na,0,0,0,0.07455558985346722,0
27,manager,single,grad_school,smartphone,15,7,15.65,2,2,163,other,0,0,0,0.09540065004630217,1
79,retired,married,university,desktop,9,3,14.65,9,0,-1,na,0,0,0,0.14819421495106494,1
43,teacher,single,university,smartphone,6,9,17.95,3,5,504,other,0,0,1,0.08830098233254044,1
26,technology,single,university,smartphone,28,1,19,1,0,-1,na,0,0,0,0.10225518856790079,0
45,na,divorced,na,smartphone,21,4,13.4,3,0,-1,na,0,0,0,0.07280337007244929,1
37,industrial_worker,married,high_school,smartphone,15,5,32.25,3,4,175,failure,0,0,1,0.09205055108673942,1
39,technology,married,university,na,14,5,9.6,2,0,-1,na,0,1,1,0.07114193888112141,0
52,technology,married,university,smartphone,8,7,28.7,2,0,-1,na,0,1,0,0.07280337007244929,0
39,industrial_worker,married,university,na,20,5,1.5,1,0,-1,na,1,0,1,0.07280337007244929,0
31,salesman,married,university,smartphone,20,11,13.45,1,0,-1,na,1,0,1,0.08339839848927787,0
28,manager,single,grad_school,smartphone,29,1,6.75,2,0,-1,na,0,0,0,0.07464637844315726,0
41,teacher,married,university,desktop,11,5,2.7,2,1,347,other,0,0,1,0.07772411163364988,0
85,retired,married,high_school,smartphone,30,4,20.3,1,0,-1,na,0,0,0,0.07369309825141176,1
32,technology,single,university,smartphone,20,8,35.4,2,0,-1,na,0,0,1,0.07385651771285384,1
35,salesman,married,university,smartphone,8,7,25.4,2,0,-1,na,1,0,0,0.0785139723639533,0
41,technology,single,na,na,13,5,4.15,2,0,-1,na,0,0,1,0.076035443865415,0
45,technology,divorced,university,smartphone,19,11,5.7,2,0,-1,na,1,0,1,0.08248143373340838,0
31,industrial_worker,single,high_school,desktop,20,11,2.45,1,0,-1,na,0,0,0,0.12702231583534582,0
32,industrial_worker,single,high_school,smartphone,20,11,37.4,1,0,-1,na,0,0,1,0.07390191200769887,1
40,industrial_worker,married,university,smartphone,15,5,8.55,1,0,-1,na,0,0,1,0.06871788353639714,0
39,industrial_worker,married,high_school,desktop,20,4,3.4,1,1,313,failure,0,0,1,0.15121747498774354,0
45,teacher,married,university,smartphone,29,4,18.9,2,0,-1,na,0,0,0,0.10009442013327766,1
34,manager,single,university,smartphone,30,7,2.1,7,0,-1,na,0,0,1,0.076035443865415,0
37,technology,married,university,smartphone,29,1,3.9,3,5,244,failure,0,0,1,0.08297169211773464,0
18,student,single,high_school,smartphone,12,8,12.85,1,0,-1,na,0,0,0,0.0783233163256042,1
44,manager,married,university,desktop,8,5,1.35,3,1,303,failure,0,0,1,0.07677991030087339,0
45,manager,married,grad_school,smartphone,30,4,30.45,1,0,-1,na,0,0,0,0.07425598750749006,1
57,housekeeper,married,grad_school,smartphone,28,10,9.85,1,1,194,success,0,0,0,0.09392079603435441,1
51,teacher,married,grad_school,smartphone,8,3,5.7,2,0,-1,na,1,0,1,0.07280337007244929,1
24,technology,single,university,na,16,5,45.1,1,0,-1,na,0,0,1,0.07651662339077225,1
39,manager,divorced,grad_school,smartphone,16,4,4.05,1,0,-1,na,1,0,1,0.07522742541717357,0
32,technology,single,university,smartphone,7,5,4.85,1,4,344,failure,1,0,1,0.08378878942494507,0
44,unemployed,married,high_school,smartphone,9,2,14,6,0,-1,na,0,1,1,0.07241297913678209,0
31,manager,single,grad_school,smartphone,27,2,8.1,1,0,-1,na,0,0,0,0.0811922357598097,1
52,industrial_worker,married,university,desktop,20,11,3.1,3,0,-1,na,0,0,1,0.15432244475514317,0
43,teacher,married,university,na,19,6,23.35,7,0,-1,na,0,0,0,0.08290814010495161,0
49,technology,divorced,university,na,20,6,1.2,3,0,-1,na,0,0,1,0.08795598569171827,0
27,teacher,married,grad_school,smartphone,25,1,11.5,1,3,301,failure,0,0,0,0.09872351242895792,1
37,manager,married,grad_school,smartphone,7,7,10.7,1,0,-1,na,0,0,0,0.10673106603962014,1
26,manager,single,grad_school,smartphone,5,5,14.55,1,0,-1,na,0,0,1,0.11017195358887295,0
24,student,single,university,smartphone,26,5,6.15,1,1,97,success,0,0,0,0.28958836453434533,1
40,entrepreneur,married,high_school,smartphone,27,8,9.75,6,0,-1,na,0,0,1,0.07574492037840684,0
39,unemployed,married,university,na,20,6,12.7,6,0,-1,na,0,0,0,0.0878198028071832,0
42,technology,married,university,smartphone,20,4,0.4,5,9,335,other,0,0,1,0.0758357089680969,0
33,unemployed,married,university,smartphone,30,7,23.55,3,0,-1,na,0,0,0,0.0714960143809126,1
42,manager,single,grad_school,smartphone,26,8,8.2,2,0,-1,na,0,0,0,0.07411980462295499,0
24,student,single,university,smartphone,11,8,67.65,1,0,-1,na,0,0,0,0.0902801735877835,1
34,salesman,married,university,smartphone,19,11,14.85,2,0,-1,na,0,0,1,0.09139687324097108,0
18,student,single,na,smartphone,9,2,4.1,1,1,183,success,0,0,0,0.0737838868411018,1
35,industrial_worker,single,university,smartphone,17,4,17.5,1,0,-1,na,0,0,1,0.07347520563615564,0
63,entrepreneur,married,university,desktop,4,8,12,2,2,187,success,0,0,0,0.10824723548744394,1
33,technology,divorced,university,smartphone,21,8,4.05,2,0,-1,na,0,0,0,0.07288507980317034,0
60,teacher,married,university,smartphone,31,3,24.2,1,0,-1,na,0,0,0,0.13940587946906832,0
42,manager,divorced,university,smartphone,23,7,37.55,1,0,-1,na,0,0,1,0.07537268716067765,1
32,technology,single,grad_school,smartphone,11,11,9.45,1,0,-1,na,0,0,0,0.13404935267735552,1
43,industrial_worker,married,university,smartphone,17,7,7.3,1,0,-1,na,0,0,0,0.08036605959363027,0
53,entrepreneur,married,high_school,smartphone,2,6,10.35,1,0,-1,na,0,0,0,0.07330270731574456,0
55,housekeeper,married,high_school,na,19,6,45.6,2,0,-1,na,0,0,0,0.09234107457374757,1
41,housekeeper,single,university,smartphone,19,11,4.4,1,2,153,failure,0,0,0,0.09263159806075573,0
36,manager,single,grad_school,na,27,5,3.9,2,0,-1,na,0,0,1,0.07280337007244929,0
43,technology,married,university,smartphone,3,9,10.45,3,2,185,success,0,0,1,0.11769832767417791,1
43,entrepreneur,married,university,na,14,5,15.4,1,0,-1,na,0,0,1,0.08656692026946053,0
37,technology,married,university,smartphone,15,7,4.55,3,0,-1,na,1,0,1,0.07280337007244929,0
67,manager,divorced,grad_school,smartphone,13,10,20.05,2,0,-1,na,0,0,0,0.07608083816026003,1
30,technology,single,grad_school,na,3,6,13.3,2,0,-1,na,0,0,1,0.07512755796851452,0
49,technology,divorced,university,smartphone,24,7,17.85,2,0,-1,na,0,0,0,0.07557242205799575,1
48,technology,married,grad_school,desktop,26,8,8.3,15,0,-1,na,0,0,0,0.07280337007244929,0
83,retired,divorced,high_school,smartphone,25,3,5.25,1,0,-1,na,0,0,0,0.07322099758502351,1
42,manager,married,grad_school,smartphone,4,6,13.5,2,11,126,failure,0,0,1,0.09699852922484702,1
32,industrial_worker,single,high_school,smartphone,20,11,14,2,0,-1,na,0,0,1,0.07313020899533347,0
41,freelance,single,grad_school,smartphone,27,5,10.95,3,0,-1,na,0,0,0,0.08261761661794345,1
29,technology,single,grad_school,na,7,5,4.7,2,0,-1,na,0,0,1,0.07280337007244929,0
42,industrial_worker,married,university,na,8,5,0.25,1,0,-1,na,0,0,1,0.0762170210447951,0
52,technology,married,university,smartphone,2,6,26.55,3,0,-1,na,0,0,0,0.07280337007244929,1
25,student,single,university,smartphone,13,9,13.15,3,4,199,failure,0,0,0,0.07721569553138562,1
45,technology,single,grad_school,smartphone,21,11,0.6,2,4,154,failure,0,0,1,0.07554518548108874,0
27,technology,single,university,smartphone,30,7,17.3,4,0,-1,na,0,0,1,0.07724293210829263,1
50,entrepreneur,married,grad_school,smartphone,3,2,6.75,1,0,-1,na,0,0,0,0.09497394367475896,0
27,manager,single,grad_school,na,16,5,16.7,2,0,-1,na,1,0,1,0.07191364189348683,0
53,industrial_worker,married,university,smartphone,22,8,25.9,2,0,-1,na,0,0,0,0.07303034154667441,1
53,technology,divorced,university,na,26,5,6.95,1,0,-1,na,0,0,1,0.08417010150164328,0
32,technology,single,grad_school,smartphone,19,11,16.35,1,0,-1,na,0,0,0,0.07779674250540192,1
28,manager,single,university,smartphone,29,1,1.65,2,0,-1,na,0,0,0,0.08969912661376718,0
42,technology,single,university,smartphone,17,7,3.1,6,0,-1,na,0,0,0,0.09075227425417173,0
52,salesman,divorced,high_school,smartphone,6,5,1.7,4,0,-1,na,1,0,1,0.07672543714705936,0
29,technology,single,grad_school,smartphone,17,5,11.9,3,1,243,failure,0,0,0,0.08065658308063843,0
18,student,single,na,smartphone,10,8,7.85,1,0,-1,na,0,0,0,0.0737838868411018,1
41,manager,single,grad_school,smartphone,20,11,5.75,1,2,167,failure,0,0,0,0.07457374757140522,0
34,technology,divorced,university,smartphone,25,7,5.7,2,0,-1,na,0,0,1,0.08461496559112451,0
63,retired,divorced,grad_school,smartphone,13,5,12.65,1,2,181,success,0,0,0,0.07280337007244929,1
25,industrial_worker,single,university,na,8,5,1,2,0,-1,na,0,0,1,0.07280337007244929,0
21,student,single,high_school,smartphone,8,4,4.7,5,0,-1,na,0,0,0,0.07664372741633832,1
26,manager,single,grad_school,na,27,5,2.35,1,0,-1,na,1,0,0,0.07762424418499084,0
72,retired,married,university,smartphone,26,8,8.8,1,0,-1,na,0,0,0,0.08305340184845568,1
81,retired,married,high_school,desktop,17,9,11.05,1,0,-1,na,0,0,0,0.0832803733226808,1
59,salesman,single,university,smartphone,14,1,19.9,1,0,-1,na,0,0,0,0.07951264685054382,1
27,industrial_worker,single,university,na,23,5,7.7,1,0,-1,na,0,0,1,0.0789043632996205,0
58,technology,married,grad_school,desktop,21,11,8.6,2,0,-1,na,0,0,0,0.07542716031449168,0
45,industrial_worker,married,high_school,smartphone,12,5,1.3,3,5,172,failure,1,0,1,0.07280337007244929,0
45,industrial_worker,married,high_school,smartphone,28,8,8.95,17,0,-1,na,0,0,1,0.08452417700143446,0
38,teacher,divorced,university,smartphone,5,2,56,3,2,251,success,0,0,1,0.07297586839286038,1
38,salesman,married,university,smartphone,12,2,91.25,3,2,182,success,0,0,0,0.07983948577342799,1
36,manager,single,grad_school,na,29,5,10.05,6,0,-1,na,0,0,1,0.07280337007244929,0
39,industrial_worker,single,high_school,na,3,6,9.95,2,0,-1,na,0,0,1,0.06953498084360757,0
50,manager,married,university,smartphone,7,5,2.25,1,0,-1,na,1,0,1,0.07280337007244929,0
49,industrial_worker,married,high_school,smartphone,29,7,2.15,5,0,-1,na,1,0,0,0.09532801917455014,0
19,student,single,na,smartphone,9,3,13.15,2,1,182,success,0,0,0,0.0737838868411018,1
54,teacher,divorced,university,smartphone,3,6,8,1,0,-1,na,0,0,0,0.07461914186625025,1
58,retired,married,university,desktop,10,7,21.75,1,0,-1,na,0,0,0,0.08249051259237739,0
32,manager,single,grad_school,smartphone,25,8,24.35,5,0,-1,na,0,0,0,0.08988978265211628,1
47,industrial_worker,married,university,smartphone,19,10,4.4,1,0,-1,na,0,0,0,0.08024803442703321,1
43,manager,single,grad_school,smartphone,15,7,3,1,0,-1,na,0,0,1,0.14746790623354455,0
40,industrial_worker,married,university,smartphone,7,5,10.9,1,0,-1,na,0,0,1,0.09039819875438054,0
53,industrial_worker,divorced,high_school,desktop,11,11,11.55,1,1,92,success,0,0,0,0.11275942839503932,1
32,technology,married,university,desktop,28,8,33.9,6,0,-1,na,0,0,1,0.07493690193016542,0
36,unemployed,divorced,university,smartphone,2,2,6.05,1,0,-1,na,1,0,0,0.08520509142410981,0
43,housekeeper,married,high_school,smartphone,28,7,7.25,2,0,-1,na,1,0,0,0.07333902275162058,0
28,teacher,married,university,smartphone,3,2,23.55,2,0,-1,na,0,0,1,0.07863199753055036,0
36,manager,married,grad_school,smartphone,12,3,10.15,3,6,182,success,0,0,0,0.07729740526210666,1
36,manager,married,grad_school,smartphone,26,8,4.35,3,0,-1,na,0,0,0,0.07280337007244929,0
32,manager,single,grad_school,smartphone,17,2,11.1,2,0,-1,na,0,0,0,0.07563597407077878,1
28,unemployed,single,university,smartphone,15,7,17.25,1,0,-1,na,0,0,0,0.07249468886750313,0
81,retired,married,high_school,desktop,13,11,6.25,1,2,94,other,0,0,0,0.12019501389065422,1
31,technology,single,university,smartphone,6,5,11.45,3,0,-1,na,0,0,1,0.07280337007244929,0
34,manager,single,grad_school,smartphone,8,5,13.75,1,1,170,failure,0,0,1,0.1267771866431827,0
39,industrial_worker,married,high_school,na,17,6,38.25,3,0,-1,na,0,0,1,0.09371198227806729,1
30,salesman,single,university,smartphone,21,11,31.55,1,0,-1,na,0,0,1,0.07729740526210666,1
32,technology,married,university,na,21,5,38.65,2,0,-1,na,0,0,1,0.07998474751693208,1
31,teacher,married,university,smartphone,24,7,6.35,1,0,-1,na,0,0,1,0.07280337007244929,0
55,manager,married,grad_school,smartphone,8,4,10.6,2,0,-1,na,0,0,1,0.10773881938517967,1
26,student,single,university,smartphone,26,5,21.75,1,0,-1,na,0,0,0,0.07371125596934977,1
48,industrial_worker,married,high_school,na,28,5,15.25,2,0,-1,na,0,0,1,0.07401993717429593,0
37,freelance,single,grad_school,smartphone,24,6,15,1,0,-1,na,0,0,0,0.08358905452762697,1
35,industrial_worker,married,high_school,smartphone,8,5,12.75,1,2,290,failure,0,0,1,0.07280337007244929,0
29,industrial_worker,married,university,na,6,6,66,3,0,-1,na,0,0,1,0.07359323080275271,0
61,retired,married,grad_school,smartphone,18,8,10.1,7,3,188,success,0,0,0,0.12062172026219745,0
46,industrial_worker,married,na,smartphone,14,8,12.5,3,1,457,other,0,0,1,0.0758538666860349,1
35,industrial_worker,married,university,smartphone,18,5,10.7,1,0,-1,na,0,0,1,0.08471483303978355,0
44,teacher,divorced,university,smartphone,14,5,35.35,1,0,-1,na,0,0,1,0.10003086812049462,1
42,entrepreneur,single,university,smartphone,20,4,8.5,1,0,-1,na,1,0,1,0.08232709313093531,0
30,manager,single,grad_school,smartphone,13,4,54.15,1,0,-1,na,0,0,0,0.10711237811631834,1
44,technology,divorced,university,smartphone,13,8,11.2,1,0,-1,na,0,0,0,0.07293047409801535,1
35,industrial_worker,single,university,smartphone,30,1,4.95,3,0,-1,na,1,0,0,0.07738819385179671,0
52,salesman,married,university,smartphone,27,1,16.6,1,2,92,success,0,0,1,0.08180959816970203,1
35,unemployed,single,grad_school,smartphone,31,7,20.5,9,0,-1,na,0,0,0,0.09404790005992048,0
35,freelance,divorced,grad_school,na,23,5,36.3,2,0,-1,na,0,0,1,0.08509614511648177,1
45,teacher,married,university,smartphone,3,6,10.7,2,0,-1,na,0,0,1,0.07465545730212626,1
41,technology,married,university,na,30,5,2.6,3,0,-1,na,0,0,1,0.09994915838977357,0
71,housekeeper,married,high_school,smartphone,8,4,3.2,1,0,-1,na,0,0,0,0.07486427105841338,0
45,teacher,single,university,smartphone,5,5,3.35,2,0,-1,na,1,0,1,0.07589926098087993,0
46,teacher,married,university,smartphone,15,7,47.35,1,1,182,success,0,0,0,0.11838832095582227,1
55,manager,married,grad_school,smartphone,20,11,9.35,5,3,177,failure,0,0,0,0.16418208559548236,0
29,teacher,single,university,smartphone,4,11,3.75,1,1,142,failure,0,0,0,0.07282152779038731,0
73,retired,married,high_school,smartphone,15,10,4.65,1,0,-1,na,0,0,0,0.07420151435367603,0
45,technology,married,university,smartphone,14,7,7.2,4,0,-1,na,1,0,1,0.07411072576398599,0
57,retired,married,high_school,na,8,5,9.15,1,0,-1,na,0,0,1,0.07468269387903329,0
35,teacher,divorced,university,na,4,6,44.9,1,0,-1,na,0,0,1,0.07677083144190439,1
36,manager,divorced,grad_school,na,16,5,3.15,1,0,-1,na,1,0,1,0.08499627766782271,0
31,technology,single,university,smartphone,22,8,8.8,2,0,-1,na,1,0,0,0.07601728614747698,0
60,industrial_worker,married,university,na,5,6,5.7,1,0,-1,na,1,0,0,0.07280337007244929,0
34,industrial_worker,married,university,na,20,5,5.5,1,0,-1,na,0,0,1,0.08458772901421749,0
38,freelance,divorced,university,na,19,6,7.65,2,0,-1,na,0,0,1,0.09708023895556807,0
33,industrial_worker,single,university,desktop,5,5,5,1,4,89,failure,0,0,0,0.07487334991738238,0
41,manager,married,high_school,smartphone,17,11,48.7,1,0,-1,na,0,0,1,0.12101211119786465,1
33,technology,married,university,smartphone,16,8,9.75,3,9,182,success,0,0,1,0.07719753781344761,1
52,industrial_worker,married,university,na,28,5,10.05,4,0,-1,na,0,0,1,0.07561781635284077,0
25,technology,single,university,smartphone,8,7,28.2,2,0,-1,na,1,0,0,0.07372941368728778,1
42,technology,married,university,smartphone,30,7,17.05,2,0,-1,na,0,0,0,0.07280337007244929,0
48,technology,single,university,smartphone,26,8,9.4,5,0,-1,na,0,0,0,0.08149183810578686,0
57,retired,married,high_school,smartphone,19,11,44.6,2,0,-1,na,0,0,0,0.08492364679607067,0
30,technology,married,grad_school,smartphone,27,8,48.3,12,0,-1,na,0,0,0,0.07796924082581301,1
40,manager,married,grad_school,smartphone,11,11,2.95,3,0,-1,na,0,0,0,0.157835963176148,1
36,manager,married,grad_school,na,30,5,15.1,1,0,-1,na,0,0,1,0.07935830624807075,0
35,industrial_worker,married,university,smartphone,7,5,26.05,3,0,-1,na,1,0,1,0.06643908993517694,0
25,student,single,university,desktop,26,8,8,4,0,-1,na,0,0,0,0.07580847239118987,1
48,industrial_worker,married,university,na,14,5,30.95,2,0,-1,na,0,0,1,0.085559166923901,1
34,manager,married,grad_school,smartphone,28,7,5.4,4,0,-1,na,1,0,0,0.07676175258293538,0
38,technology,married,university,smartphone,5,8,13.2,1,6,182,success,0,0,0,0.07569044722459281,1
40,teacher,married,university,smartphone,7,4,18.95,1,2,266,other,1,0,1,0.09632669366114066,0
30,manager,single,grad_school,na,26,5,12.5,5,0,-1,na,0,0,1,0.09383908630363336,0
50,technology,divorced,university,smartphone,6,5,5.85,2,23,254,other,0,0,1,0.07857752437673633,0
23,salesman,single,university,na,15,5,21.9,4,0,-1,na,0,0,1,0.07348428449512465,0
34,technology,single,university,desktop,17,8,5.6,1,1,109,other,0,0,0,0.08394313002741816,0
31,technology,single,university,smartphone,20,8,4.45,3,0,-1,na,0,0,0,0.07313020899533347,0
36,salesman,married,university,smartphone,7,7,10.35,1,0,-1,na,0,0,0,0.07031576271494198,0
49,housekeeper,married,high_school,desktop,9,7,4.8,1,0,-1,na,0,0,0,0.07280337007244929,0
33,teacher,single,university,smartphone,24,7,13.8,4,0,-1,na,0,0,0,0.07335718046955858,0
45,freelance,married,university,smartphone,20,11,34.05,1,0,-1,na,0,0,0,0.07286692208523232,1
53,teacher,single,university,na,10,7,2.85,1,0,-1,na,0,0,0,0.07874094383817842,1
31,manager,married,university,smartphone,11,8,35.5,1,0,-1,na,0,0,0,0.07280337007244929,1
